group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Size in Bytes (power of 2),,13,,,964954.0,ns,877030
Size in Bytes (power of 2),,13,,,1930921.0,ns,1754060
Size in Bytes (power of 2),,13,,,2895821.0,ns,2631090
Size in Bytes (power of 2),,13,,,3862399.0,ns,3508120
Size in Bytes (power of 2),,13,,,4828076.0,ns,4385150
Size in Bytes (power of 2),,13,,,5846779.0,ns,5262180
Size in Bytes (power of 2),,13,,,6753920.0,ns,6139210
Size in Bytes (power of 2),,13,,,7819814.0,ns,7016240
Size in Bytes (power of 2),,13,,,8715080.0,ns,7893270
Size in Bytes (power of 2),,13,,,9730892.0,ns,8770300
Size in Bytes (power of 2),,13,,,10714787.0,ns,9647330
Size in Bytes (power of 2),,13,,,11946593.0,ns,10524360
Size in Bytes (power of 2),,13,,,12923214.0,ns,11401390
Size in Bytes (power of 2),,13,,,13266090.0,ns,12278420
Size in Bytes (power of 2),,13,,,14208881.0,ns,13155450
Size in Bytes (power of 2),,13,,,15892446.0,ns,14032480
Size in Bytes (power of 2),,13,,,16398621.0,ns,14909510
Size in Bytes (power of 2),,13,,,17479579.0,ns,15786540
Size in Bytes (power of 2),,13,,,18044183.0,ns,16663570
Size in Bytes (power of 2),,13,,,21185729.0,ns,17540600
Size in Bytes (power of 2),,13,,,20411399.0,ns,18417630
Size in Bytes (power of 2),,13,,,21607230.0,ns,19294660
Size in Bytes (power of 2),,13,,,22355272.0,ns,20171690
Size in Bytes (power of 2),,13,,,23338234.0,ns,21048720
Size in Bytes (power of 2),,13,,,24350309.0,ns,21925750
Size in Bytes (power of 2),,13,,,25642612.0,ns,22802780
Size in Bytes (power of 2),,13,,,26684981.0,ns,23679810
Size in Bytes (power of 2),,13,,,27317984.0,ns,24556840
Size in Bytes (power of 2),,13,,,28480361.0,ns,25433870
Size in Bytes (power of 2),,13,,,29799466.0,ns,26310900
Size in Bytes (power of 2),,13,,,30026278.0,ns,27187930
Size in Bytes (power of 2),,13,,,31389848.0,ns,28064960
Size in Bytes (power of 2),,13,,,32589137.0,ns,28941990
Size in Bytes (power of 2),,13,,,33028272.0,ns,29819020
Size in Bytes (power of 2),,13,,,34096008.0,ns,30696050
Size in Bytes (power of 2),,13,,,35370718.0,ns,31573080
Size in Bytes (power of 2),,13,,,38264655.0,ns,32450110
Size in Bytes (power of 2),,13,,,36967456.0,ns,33327140
Size in Bytes (power of 2),,13,,,37846746.0,ns,34204170
Size in Bytes (power of 2),,13,,,38801901.0,ns,35081200
Size in Bytes (power of 2),,13,,,42033871.0,ns,35958230
Size in Bytes (power of 2),,13,,,40369173.0,ns,36835260
Size in Bytes (power of 2),,13,,,41574326.0,ns,37712290
Size in Bytes (power of 2),,13,,,43370740.0,ns,38589320
Size in Bytes (power of 2),,13,,,45472463.0,ns,39466350
Size in Bytes (power of 2),,13,,,43956427.0,ns,40343380
Size in Bytes (power of 2),,13,,,45558547.0,ns,41220410
Size in Bytes (power of 2),,13,,,47007554.0,ns,42097440
Size in Bytes (power of 2),,13,,,47734225.0,ns,42974470
Size in Bytes (power of 2),,13,,,49003502.0,ns,43851500
Size in Bytes (power of 2),,13,,,49701830.0,ns,44728530
Size in Bytes (power of 2),,13,,,49997066.0,ns,45605560
Size in Bytes (power of 2),,13,,,50860132.0,ns,46482590
Size in Bytes (power of 2),,13,,,52414395.0,ns,47359620
Size in Bytes (power of 2),,13,,,52790709.0,ns,48236650
Size in Bytes (power of 2),,13,,,53067832.0,ns,49113680
Size in Bytes (power of 2),,13,,,53876676.0,ns,49990710
Size in Bytes (power of 2),,13,,,56324169.0,ns,50867740
Size in Bytes (power of 2),,13,,,60468846.0,ns,51744770
Size in Bytes (power of 2),,13,,,58379483.0,ns,52621800
Size in Bytes (power of 2),,13,,,60291379.0,ns,53498830
Size in Bytes (power of 2),,13,,,61874250.0,ns,54375860
Size in Bytes (power of 2),,13,,,63960836.0,ns,55252890
Size in Bytes (power of 2),,13,,,63927822.0,ns,56129920
Size in Bytes (power of 2),,13,,,68636774.0,ns,57006950
Size in Bytes (power of 2),,13,,,68252499.0,ns,57883980
Size in Bytes (power of 2),,13,,,69135455.0,ns,58761010
Size in Bytes (power of 2),,13,,,70382096.0,ns,59638040
Size in Bytes (power of 2),,13,,,69249895.0,ns,60515070
Size in Bytes (power of 2),,13,,,69846424.0,ns,61392100
Size in Bytes (power of 2),,13,,,74514536.0,ns,62269130
Size in Bytes (power of 2),,13,,,72387914.0,ns,63146160
Size in Bytes (power of 2),,13,,,72811487.0,ns,64023190
Size in Bytes (power of 2),,13,,,73409911.0,ns,64900220
Size in Bytes (power of 2),,13,,,74025509.0,ns,65777250
Size in Bytes (power of 2),,13,,,73589967.0,ns,66654280
Size in Bytes (power of 2),,13,,,74682920.0,ns,67531310
Size in Bytes (power of 2),,13,,,75572145.0,ns,68408340
Size in Bytes (power of 2),,13,,,77051741.0,ns,69285370
Size in Bytes (power of 2),,13,,,77436254.0,ns,70162400
Size in Bytes (power of 2),,13,,,78789525.0,ns,71039430
Size in Bytes (power of 2),,13,,,79111061.0,ns,71916460
Size in Bytes (power of 2),,13,,,80373013.0,ns,72793490
Size in Bytes (power of 2),,13,,,83120063.0,ns,73670520
Size in Bytes (power of 2),,13,,,83531564.0,ns,74547550
Size in Bytes (power of 2),,13,,,85731658.0,ns,75424580
Size in Bytes (power of 2),,13,,,84688639.0,ns,76301610
