group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Size in Bytes (power of 2),,21,,,987534.0,ns,875616
Size in Bytes (power of 2),,21,,,1974790.0,ns,1751232
Size in Bytes (power of 2),,21,,,3055281.0,ns,2626848
Size in Bytes (power of 2),,21,,,3949661.0,ns,3502464
Size in Bytes (power of 2),,21,,,4982587.0,ns,4378080
Size in Bytes (power of 2),,21,,,5966022.0,ns,5253696
Size in Bytes (power of 2),,21,,,6921959.0,ns,6129312
Size in Bytes (power of 2),,21,,,7958158.0,ns,7004928
Size in Bytes (power of 2),,21,,,8783898.0,ns,7880544
Size in Bytes (power of 2),,21,,,9761405.0,ns,8756160
Size in Bytes (power of 2),,21,,,10784419.0,ns,9631776
Size in Bytes (power of 2),,21,,,11616176.0,ns,10507392
Size in Bytes (power of 2),,21,,,13769848.0,ns,11383008
Size in Bytes (power of 2),,21,,,15702732.0,ns,12258624
Size in Bytes (power of 2),,21,,,17248217.0,ns,13134240
Size in Bytes (power of 2),,21,,,15784559.0,ns,14009856
Size in Bytes (power of 2),,21,,,17619229.0,ns,14885472
Size in Bytes (power of 2),,21,,,18160049.0,ns,15761088
Size in Bytes (power of 2),,21,,,19634960.0,ns,16636704
Size in Bytes (power of 2),,21,,,23532232.0,ns,17512320
Size in Bytes (power of 2),,21,,,23864298.0,ns,18387936
Size in Bytes (power of 2),,21,,,21848526.0,ns,19263552
Size in Bytes (power of 2),,21,,,22994256.0,ns,20139168
Size in Bytes (power of 2),,21,,,23832364.0,ns,21014784
Size in Bytes (power of 2),,21,,,25368216.0,ns,21890400
Size in Bytes (power of 2),,21,,,26988759.0,ns,22766016
Size in Bytes (power of 2),,21,,,27696820.0,ns,23641632
Size in Bytes (power of 2),,21,,,28629069.0,ns,24517248
Size in Bytes (power of 2),,21,,,29602361.0,ns,25392864
Size in Bytes (power of 2),,21,,,30316903.0,ns,26268480
Size in Bytes (power of 2),,21,,,31168630.0,ns,27144096
Size in Bytes (power of 2),,21,,,32928630.0,ns,28019712
Size in Bytes (power of 2),,21,,,33410811.0,ns,28895328
Size in Bytes (power of 2),,21,,,33917310.0,ns,29770944
Size in Bytes (power of 2),,21,,,35292344.0,ns,30646560
Size in Bytes (power of 2),,21,,,35915431.0,ns,31522176
Size in Bytes (power of 2),,21,,,36642369.0,ns,32397792
Size in Bytes (power of 2),,21,,,37878700.0,ns,33273408
Size in Bytes (power of 2),,21,,,38613872.0,ns,34149024
Size in Bytes (power of 2),,21,,,40112784.0,ns,35024640
Size in Bytes (power of 2),,21,,,41016751.0,ns,35900256
