group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Size in Bytes (power of 2),,22,,,981588.0,ns,870385
Size in Bytes (power of 2),,22,,,1966212.0,ns,1740770
Size in Bytes (power of 2),,22,,,2952370.0,ns,2611155
Size in Bytes (power of 2),,22,,,3926592.0,ns,3481540
Size in Bytes (power of 2),,22,,,4909297.0,ns,4351925
Size in Bytes (power of 2),,22,,,5958352.0,ns,5222310
Size in Bytes (power of 2),,22,,,7491952.0,ns,6092695
Size in Bytes (power of 2),,22,,,7943272.0,ns,6963080
Size in Bytes (power of 2),,22,,,8922302.0,ns,7833465
Size in Bytes (power of 2),,22,,,9819594.0,ns,8703850
Size in Bytes (power of 2),,22,,,10926217.0,ns,9574235
Size in Bytes (power of 2),,22,,,13403590.0,ns,10444620
Size in Bytes (power of 2),,22,,,13447014.0,ns,11315005
Size in Bytes (power of 2),,22,,,13988179.0,ns,12185390
Size in Bytes (power of 2),,22,,,14958096.0,ns,13055775
Size in Bytes (power of 2),,22,,,16398517.0,ns,13926160
Size in Bytes (power of 2),,22,,,17278130.0,ns,14796545
Size in Bytes (power of 2),,22,,,17948528.0,ns,15666930
Size in Bytes (power of 2),,22,,,18663763.0,ns,16537315
Size in Bytes (power of 2),,22,,,19653870.0,ns,17407700
Size in Bytes (power of 2),,22,,,20756702.0,ns,18278085
Size in Bytes (power of 2),,22,,,21605075.0,ns,19148470
Size in Bytes (power of 2),,22,,,22653675.0,ns,20018855
Size in Bytes (power of 2),,22,,,23720035.0,ns,20889240
Size in Bytes (power of 2),,22,,,23983597.0,ns,21759625
Size in Bytes (power of 2),,22,,,24711820.0,ns,22630010
Size in Bytes (power of 2),,22,,,26068544.0,ns,23500395
Size in Bytes (power of 2),,22,,,26714479.0,ns,24370780
Size in Bytes (power of 2),,22,,,29356032.0,ns,25241165
Size in Bytes (power of 2),,22,,,28856483.0,ns,26111550
Size in Bytes (power of 2),,22,,,29807375.0,ns,26981935
Size in Bytes (power of 2),,22,,,32951277.0,ns,27852320
Size in Bytes (power of 2),,22,,,31652293.0,ns,28722705
Size in Bytes (power of 2),,22,,,32606499.0,ns,29593090
Size in Bytes (power of 2),,22,,,33915054.0,ns,30463475
Size in Bytes (power of 2),,22,,,34739088.0,ns,31333860
Size in Bytes (power of 2),,22,,,35659055.0,ns,32204245
Size in Bytes (power of 2),,22,,,36220996.0,ns,33074630
Size in Bytes (power of 2),,22,,,36964493.0,ns,33945015
Size in Bytes (power of 2),,22,,,38168771.0,ns,34815400
Size in Bytes (power of 2),,22,,,38730624.0,ns,35685785
Size in Bytes (power of 2),,22,,,39942806.0,ns,36556170
Size in Bytes (power of 2),,22,,,42800196.0,ns,37426555
Size in Bytes (power of 2),,22,,,41623626.0,ns,38296940
Size in Bytes (power of 2),,22,,,42744930.0,ns,39167325
Size in Bytes (power of 2),,22,,,44588037.0,ns,40037710
Size in Bytes (power of 2),,22,,,44658855.0,ns,40908095
Size in Bytes (power of 2),,22,,,46005249.0,ns,41778480
Size in Bytes (power of 2),,22,,,50398138.0,ns,42648865
Size in Bytes (power of 2),,22,,,52058656.0,ns,43519250
Size in Bytes (power of 2),,22,,,51078050.0,ns,44389635
Size in Bytes (power of 2),,22,,,51746910.0,ns,45260020
Size in Bytes (power of 2),,22,,,54008708.0,ns,46130405
Size in Bytes (power of 2),,22,,,53381458.0,ns,47000790
Size in Bytes (power of 2),,22,,,55238055.0,ns,47871175
Size in Bytes (power of 2),,22,,,57112185.0,ns,48741560
Size in Bytes (power of 2),,22,,,57704680.0,ns,49611945
Size in Bytes (power of 2),,22,,,59678595.0,ns,50482330
Size in Bytes (power of 2),,22,,,59088038.0,ns,51352715
Size in Bytes (power of 2),,22,,,62574603.0,ns,52223100
Size in Bytes (power of 2),,22,,,63343323.0,ns,53093485
Size in Bytes (power of 2),,22,,,63149488.0,ns,53963870
Size in Bytes (power of 2),,22,,,64220284.0,ns,54834255
Size in Bytes (power of 2),,22,,,63636134.0,ns,55704640
Size in Bytes (power of 2),,22,,,65007936.0,ns,56575025
Size in Bytes (power of 2),,22,,,65341546.0,ns,57445410
Size in Bytes (power of 2),,22,,,65960050.0,ns,58315795
Size in Bytes (power of 2),,22,,,68070727.0,ns,59186180
Size in Bytes (power of 2),,22,,,69964103.0,ns,60056565
Size in Bytes (power of 2),,22,,,70657677.0,ns,60926950
Size in Bytes (power of 2),,22,,,70387275.0,ns,61797335
Size in Bytes (power of 2),,22,,,71336537.0,ns,62667720
Size in Bytes (power of 2),,22,,,72004462.0,ns,63538105
Size in Bytes (power of 2),,22,,,71990829.0,ns,64408490
Size in Bytes (power of 2),,22,,,72769988.0,ns,65278875
Size in Bytes (power of 2),,22,,,72290334.0,ns,66149260
Size in Bytes (power of 2),,22,,,75191733.0,ns,67019645
Size in Bytes (power of 2),,22,,,74787062.0,ns,67890030
Size in Bytes (power of 2),,22,,,76362390.0,ns,68760415
Size in Bytes (power of 2),,22,,,76049117.0,ns,69630800
Size in Bytes (power of 2),,22,,,77833365.0,ns,70501185
Size in Bytes (power of 2),,22,,,78244577.0,ns,71371570
Size in Bytes (power of 2),,22,,,80733998.0,ns,72241955
Size in Bytes (power of 2),,22,,,82203371.0,ns,73112340
Size in Bytes (power of 2),,22,,,82160215.0,ns,73982725
Size in Bytes (power of 2),,22,,,83396253.0,ns,74853110
Size in Bytes (power of 2),,22,,,82729373.0,ns,75723495
Size in Bytes (power of 2),,22,,,89322773.0,ns,76593880
Size in Bytes (power of 2),,22,,,88870739.0,ns,77464265
Size in Bytes (power of 2),,22,,,95257657.0,ns,78334650
Size in Bytes (power of 2),,22,,,91580208.0,ns,79205035
Size in Bytes (power of 2),,22,,,90892348.0,ns,80075420
Size in Bytes (power of 2),,22,,,90345245.0,ns,80945805
Size in Bytes (power of 2),,22,,,100573760.0,ns,81816190
Size in Bytes (power of 2),,22,,,100216552.0,ns,82686575
Size in Bytes (power of 2),,22,,,98742023.0,ns,83556960
Size in Bytes (power of 2),,22,,,96921478.0,ns,84427345
Size in Bytes (power of 2),,22,,,97614623.0,ns,85297730
Size in Bytes (power of 2),,22,,,98362350.0,ns,86168115
Size in Bytes (power of 2),,22,,,99592454.0,ns,87038500
