group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Size in Bytes (power of 2),,9,,,929453.0,ns,844745
Size in Bytes (power of 2),,9,,,1858685.0,ns,1689490
Size in Bytes (power of 2),,9,,,2788004.0,ns,2534235
Size in Bytes (power of 2),,9,,,3719794.0,ns,3378980
Size in Bytes (power of 2),,9,,,5016685.0,ns,4223725
Size in Bytes (power of 2),,9,,,5632010.0,ns,5068470
Size in Bytes (power of 2),,9,,,6507372.0,ns,5913215
Size in Bytes (power of 2),,9,,,7694212.0,ns,6757960
Size in Bytes (power of 2),,9,,,8813074.0,ns,7602705
Size in Bytes (power of 2),,9,,,9482313.0,ns,8447450
Size in Bytes (power of 2),,9,,,10226399.0,ns,9292195
Size in Bytes (power of 2),,9,,,11350909.0,ns,10136940
Size in Bytes (power of 2),,9,,,12131194.0,ns,10981685
Size in Bytes (power of 2),,9,,,15612397.0,ns,11826430
Size in Bytes (power of 2),,9,,,14293799.0,ns,12671175
Size in Bytes (power of 2),,9,,,15484245.0,ns,13515920
Size in Bytes (power of 2),,9,,,16573626.0,ns,14360665
Size in Bytes (power of 2),,9,,,18479524.0,ns,15205410
Size in Bytes (power of 2),,9,,,19459803.0,ns,16050155
Size in Bytes (power of 2),,9,,,19324863.0,ns,16894900
Size in Bytes (power of 2),,9,,,20475376.0,ns,17739645
Size in Bytes (power of 2),,9,,,22042526.0,ns,18584390
Size in Bytes (power of 2),,9,,,22234261.0,ns,19429135
Size in Bytes (power of 2),,9,,,23232960.0,ns,20273880
Size in Bytes (power of 2),,9,,,24277225.0,ns,21118625
Size in Bytes (power of 2),,9,,,25061061.0,ns,21963370
Size in Bytes (power of 2),,9,,,25917606.0,ns,22808115
Size in Bytes (power of 2),,9,,,27317052.0,ns,23652860
Size in Bytes (power of 2),,9,,,28347232.0,ns,24497605
Size in Bytes (power of 2),,9,,,29184871.0,ns,25342350
Size in Bytes (power of 2),,9,,,30292535.0,ns,26187095
Size in Bytes (power of 2),,9,,,31862813.0,ns,27031840
Size in Bytes (power of 2),,9,,,31730710.0,ns,27876585
Size in Bytes (power of 2),,9,,,32627760.0,ns,28721330
Size in Bytes (power of 2),,9,,,33640970.0,ns,29566075
Size in Bytes (power of 2),,9,,,34448114.0,ns,30410820
Size in Bytes (power of 2),,9,,,35314452.0,ns,31255565
Size in Bytes (power of 2),,9,,,36316569.0,ns,32100310
Size in Bytes (power of 2),,9,,,37304977.0,ns,32945055
Size in Bytes (power of 2),,9,,,38457728.0,ns,33789800
Size in Bytes (power of 2),,9,,,39140257.0,ns,34634545
Size in Bytes (power of 2),,9,,,40035199.0,ns,35479290
