group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Size in Bytes (power of 2),,2,,,983519.0,ns,1195541
Size in Bytes (power of 2),,2,,,1973189.0,ns,2391082
Size in Bytes (power of 2),,2,,,3006316.0,ns,3586623
Size in Bytes (power of 2),,2,,,4046905.0,ns,4782164
Size in Bytes (power of 2),,2,,,5038000.0,ns,5977705
Size in Bytes (power of 2),,2,,,6024181.0,ns,7173246
Size in Bytes (power of 2),,2,,,7535844.0,ns,8368787
Size in Bytes (power of 2),,2,,,7862968.0,ns,9564328
Size in Bytes (power of 2),,2,,,9003070.0,ns,10759869
Size in Bytes (power of 2),,2,,,10529475.0,ns,11955410
Size in Bytes (power of 2),,2,,,11264364.0,ns,13150951
Size in Bytes (power of 2),,2,,,11773256.0,ns,14346492
Size in Bytes (power of 2),,2,,,13363771.0,ns,15542033
Size in Bytes (power of 2),,2,,,14312437.0,ns,16737574
Size in Bytes (power of 2),,2,,,16089024.0,ns,17933115
Size in Bytes (power of 2),,2,,,15637438.0,ns,19128656
Size in Bytes (power of 2),,2,,,16649955.0,ns,20324197
Size in Bytes (power of 2),,2,,,17643556.0,ns,21519738
Size in Bytes (power of 2),,2,,,18574635.0,ns,22715279
Size in Bytes (power of 2),,2,,,19572465.0,ns,23910820
Size in Bytes (power of 2),,2,,,20676608.0,ns,25106361
Size in Bytes (power of 2),,2,,,21475156.0,ns,26301902
Size in Bytes (power of 2),,2,,,22922143.0,ns,27497443
Size in Bytes (power of 2),,2,,,24241457.0,ns,28692984
Size in Bytes (power of 2),,2,,,25477766.0,ns,29888525
Size in Bytes (power of 2),,2,,,26211938.0,ns,31084066
Size in Bytes (power of 2),,2,,,27161994.0,ns,32279607
Size in Bytes (power of 2),,2,,,27462625.0,ns,33475148
Size in Bytes (power of 2),,2,,,28611100.0,ns,34670689
Size in Bytes (power of 2),,2,,,30303422.0,ns,35866230
Size in Bytes (power of 2),,2,,,30315575.0,ns,37061771
Size in Bytes (power of 2),,2,,,32638634.0,ns,38257312
Size in Bytes (power of 2),,2,,,32826944.0,ns,39452853
Size in Bytes (power of 2),,2,,,33669660.0,ns,40648394
Size in Bytes (power of 2),,2,,,36359526.0,ns,41843935
Size in Bytes (power of 2),,2,,,35313682.0,ns,43039476
Size in Bytes (power of 2),,2,,,35266186.0,ns,44235017
Size in Bytes (power of 2),,2,,,36676719.0,ns,45430558
Size in Bytes (power of 2),,2,,,37633074.0,ns,46626099
Size in Bytes (power of 2),,2,,,37572102.0,ns,47821640
Size in Bytes (power of 2),,2,,,40332380.0,ns,49017181
Size in Bytes (power of 2),,2,,,40333137.0,ns,50212722
Size in Bytes (power of 2),,2,,,42075067.0,ns,51408263
Size in Bytes (power of 2),,2,,,45709732.0,ns,52603804
Size in Bytes (power of 2),,2,,,43003365.0,ns,53799345
Size in Bytes (power of 2),,2,,,45850019.0,ns,54994886
Size in Bytes (power of 2),,2,,,46232158.0,ns,56190427
Size in Bytes (power of 2),,2,,,48267162.0,ns,57385968
Size in Bytes (power of 2),,2,,,47178135.0,ns,58581509
Size in Bytes (power of 2),,2,,,48994828.0,ns,59777050
Size in Bytes (power of 2),,2,,,49177049.0,ns,60972591
Size in Bytes (power of 2),,2,,,49190429.0,ns,62168132
Size in Bytes (power of 2),,2,,,50135201.0,ns,63363673
Size in Bytes (power of 2),,2,,,53867304.0,ns,64559214
Size in Bytes (power of 2),,2,,,53168218.0,ns,65754755
Size in Bytes (power of 2),,2,,,53939265.0,ns,66950296
Size in Bytes (power of 2),,2,,,55531632.0,ns,68145837
Size in Bytes (power of 2),,2,,,57410661.0,ns,69341378
Size in Bytes (power of 2),,2,,,59271116.0,ns,70536919
Size in Bytes (power of 2),,2,,,58323471.0,ns,71732460
Size in Bytes (power of 2),,2,,,59336929.0,ns,72928001
Size in Bytes (power of 2),,2,,,59815435.0,ns,74123542
Size in Bytes (power of 2),,2,,,64285270.0,ns,75319083
Size in Bytes (power of 2),,2,,,64479473.0,ns,76514624
Size in Bytes (power of 2),,2,,,62953669.0,ns,77710165
Size in Bytes (power of 2),,2,,,64136867.0,ns,78905706
Size in Bytes (power of 2),,2,,,65627303.0,ns,80101247
Size in Bytes (power of 2),,2,,,67367615.0,ns,81296788
Size in Bytes (power of 2),,2,,,66410660.0,ns,82492329
Size in Bytes (power of 2),,2,,,68362763.0,ns,83687870
Size in Bytes (power of 2),,2,,,68254200.0,ns,84883411
Size in Bytes (power of 2),,2,,,69156567.0,ns,86078952
Size in Bytes (power of 2),,2,,,70496710.0,ns,87274493
Size in Bytes (power of 2),,2,,,72327862.0,ns,88470034
Size in Bytes (power of 2),,2,,,72390351.0,ns,89665575
Size in Bytes (power of 2),,2,,,76940190.0,ns,90861116
Size in Bytes (power of 2),,2,,,77578401.0,ns,92056657
Size in Bytes (power of 2),,2,,,77586524.0,ns,93252198
Size in Bytes (power of 2),,2,,,76835670.0,ns,94447739
Size in Bytes (power of 2),,2,,,78534549.0,ns,95643280
Size in Bytes (power of 2),,2,,,76909596.0,ns,96838821
Size in Bytes (power of 2),,2,,,78707015.0,ns,98034362
Size in Bytes (power of 2),,2,,,78762382.0,ns,99229903
Size in Bytes (power of 2),,2,,,79991283.0,ns,100425444
Size in Bytes (power of 2),,2,,,80921590.0,ns,101620985
Size in Bytes (power of 2),,2,,,83731296.0,ns,102816526
Size in Bytes (power of 2),,2,,,82952601.0,ns,104012067
Size in Bytes (power of 2),,2,,,85808033.0,ns,105207608
Size in Bytes (power of 2),,2,,,86848924.0,ns,106403149
Size in Bytes (power of 2),,2,,,89541688.0,ns,107598690
Size in Bytes (power of 2),,2,,,89664889.0,ns,108794231
Size in Bytes (power of 2),,2,,,95046876.0,ns,109989772
Size in Bytes (power of 2),,2,,,91760838.0,ns,111185313
Size in Bytes (power of 2),,2,,,91817499.0,ns,112380854
Size in Bytes (power of 2),,2,,,94963572.0,ns,113576395
Size in Bytes (power of 2),,2,,,95881286.0,ns,114771936
Size in Bytes (power of 2),,2,,,96623768.0,ns,115967477
Size in Bytes (power of 2),,2,,,99026808.0,ns,117163018
Size in Bytes (power of 2),,2,,,104846590.0,ns,118358559
Size in Bytes (power of 2),,2,,,101420890.0,ns,119554100
