group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Size in Bytes (power of 2),,17,,,937320.0,ns,872669
Size in Bytes (power of 2),,17,,,1874418.0,ns,1745338
Size in Bytes (power of 2),,17,,,2813112.0,ns,2618007
Size in Bytes (power of 2),,17,,,3982390.0,ns,3490676
Size in Bytes (power of 2),,17,,,4685993.0,ns,4363345
Size in Bytes (power of 2),,17,,,5691174.0,ns,5236014
Size in Bytes (power of 2),,17,,,6564316.0,ns,6108683
Size in Bytes (power of 2),,17,,,7500188.0,ns,6981352
Size in Bytes (power of 2),,17,,,8513510.0,ns,7854021
Size in Bytes (power of 2),,17,,,11037343.0,ns,8726690
Size in Bytes (power of 2),,17,,,10981161.0,ns,9599359
Size in Bytes (power of 2),,17,,,11378302.0,ns,10472028
Size in Bytes (power of 2),,17,,,14139220.0,ns,11344697
Size in Bytes (power of 2),,17,,,13539844.0,ns,12217366
Size in Bytes (power of 2),,17,,,14537071.0,ns,13090035
Size in Bytes (power of 2),,17,,,15373015.0,ns,13962704
Size in Bytes (power of 2),,17,,,16575002.0,ns,14835373
Size in Bytes (power of 2),,17,,,17328525.0,ns,15708042
Size in Bytes (power of 2),,17,,,18343861.0,ns,16580711
Size in Bytes (power of 2),,17,,,19543789.0,ns,17453380
Size in Bytes (power of 2),,17,,,19772633.0,ns,18326049
Size in Bytes (power of 2),,17,,,20966477.0,ns,19198718
Size in Bytes (power of 2),,17,,,21706182.0,ns,20071387
Size in Bytes (power of 2),,17,,,23137270.0,ns,20944056
Size in Bytes (power of 2),,17,,,23597992.0,ns,21816725
Size in Bytes (power of 2),,17,,,24640850.0,ns,22689394
Size in Bytes (power of 2),,17,,,25794792.0,ns,23562063
Size in Bytes (power of 2),,17,,,26796037.0,ns,24434732
Size in Bytes (power of 2),,17,,,27511670.0,ns,25307401
Size in Bytes (power of 2),,17,,,28699047.0,ns,26180070
Size in Bytes (power of 2),,17,,,29470755.0,ns,27052739
Size in Bytes (power of 2),,17,,,30753468.0,ns,27925408
Size in Bytes (power of 2),,17,,,31585288.0,ns,28798077
Size in Bytes (power of 2),,17,,,33623739.0,ns,29670746
Size in Bytes (power of 2),,17,,,33713175.0,ns,30543415
Size in Bytes (power of 2),,17,,,34784461.0,ns,31416084
