group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Size in Bytes (power of 2),,6,,,933477.0,ns,1203323
Size in Bytes (power of 2),,6,,,1902506.0,ns,2406646
Size in Bytes (power of 2),,6,,,3204887.0,ns,3609969
Size in Bytes (power of 2),,6,,,3810765.0,ns,4813292
Size in Bytes (power of 2),,6,,,4757848.0,ns,6016615
Size in Bytes (power of 2),,6,,,5602204.0,ns,7219938
Size in Bytes (power of 2),,6,,,6537923.0,ns,8423261
Size in Bytes (power of 2),,6,,,7896010.0,ns,9626584
Size in Bytes (power of 2),,6,,,9207666.0,ns,10829907
Size in Bytes (power of 2),,6,,,9591071.0,ns,12033230
Size in Bytes (power of 2),,6,,,10567997.0,ns,13236553
Size in Bytes (power of 2),,6,,,11739202.0,ns,14439876
Size in Bytes (power of 2),,6,,,12669050.0,ns,15643199
Size in Bytes (power of 2),,6,,,14014390.0,ns,16846522
Size in Bytes (power of 2),,6,,,15186305.0,ns,18049845
Size in Bytes (power of 2),,6,,,15553063.0,ns,19253168
Size in Bytes (power of 2),,6,,,17135583.0,ns,20456491
Size in Bytes (power of 2),,6,,,17559507.0,ns,21659814
Size in Bytes (power of 2),,6,,,18666877.0,ns,22863137
Size in Bytes (power of 2),,6,,,19271898.0,ns,24066460
Size in Bytes (power of 2),,6,,,20551150.0,ns,25269783
Size in Bytes (power of 2),,6,,,21470524.0,ns,26473106
Size in Bytes (power of 2),,6,,,21664009.0,ns,27676429
Size in Bytes (power of 2),,6,,,24128765.0,ns,28879752
Size in Bytes (power of 2),,6,,,23672820.0,ns,30083075
Size in Bytes (power of 2),,6,,,25210392.0,ns,31286398
Size in Bytes (power of 2),,6,,,26669584.0,ns,32489721
Size in Bytes (power of 2),,6,,,27154536.0,ns,33693044
Size in Bytes (power of 2),,6,,,29103825.0,ns,34896367
Size in Bytes (power of 2),,6,,,30029689.0,ns,36099690
Size in Bytes (power of 2),,6,,,30665571.0,ns,37303013
Size in Bytes (power of 2),,6,,,31616077.0,ns,38506336
Size in Bytes (power of 2),,6,,,32658662.0,ns,39709659
Size in Bytes (power of 2),,6,,,32440761.0,ns,40912982
Size in Bytes (power of 2),,6,,,32844360.0,ns,42116305
Size in Bytes (power of 2),,6,,,36250550.0,ns,43319628
Size in Bytes (power of 2),,6,,,36291091.0,ns,44522951
Size in Bytes (power of 2),,6,,,38423438.0,ns,45726274
Size in Bytes (power of 2),,6,,,37711935.0,ns,46929597
Size in Bytes (power of 2),,6,,,38788915.0,ns,48132920
Size in Bytes (power of 2),,6,,,39467568.0,ns,49336243
Size in Bytes (power of 2),,6,,,39894975.0,ns,50539566
Size in Bytes (power of 2),,6,,,41906167.0,ns,51742889
Size in Bytes (power of 2),,6,,,41707887.0,ns,52946212
Size in Bytes (power of 2),,6,,,42758532.0,ns,54149535
Size in Bytes (power of 2),,6,,,43721807.0,ns,55352858
Size in Bytes (power of 2),,6,,,45490761.0,ns,56556181
Size in Bytes (power of 2),,6,,,48192436.0,ns,57759504
Size in Bytes (power of 2),,6,,,47180277.0,ns,58962827
Size in Bytes (power of 2),,6,,,49744881.0,ns,60166150
Size in Bytes (power of 2),,6,,,53071739.0,ns,61369473
Size in Bytes (power of 2),,6,,,53209213.0,ns,62572796
Size in Bytes (power of 2),,6,,,52389629.0,ns,63776119
Size in Bytes (power of 2),,6,,,53815262.0,ns,64979442
Size in Bytes (power of 2),,6,,,54949102.0,ns,66182765
Size in Bytes (power of 2),,6,,,54587273.0,ns,67386088
Size in Bytes (power of 2),,6,,,57257557.0,ns,68589411
Size in Bytes (power of 2),,6,,,59094880.0,ns,69792734
Size in Bytes (power of 2),,6,,,58896741.0,ns,70996057
Size in Bytes (power of 2),,6,,,63379930.0,ns,72199380
Size in Bytes (power of 2),,6,,,76687883.0,ns,73402703
Size in Bytes (power of 2),,6,,,64407871.0,ns,74606026
Size in Bytes (power of 2),,6,,,63381031.0,ns,75809349
Size in Bytes (power of 2),,6,,,68975765.0,ns,77012672
Size in Bytes (power of 2),,6,,,67842713.0,ns,78215995
Size in Bytes (power of 2),,6,,,67132909.0,ns,79419318
Size in Bytes (power of 2),,6,,,67586986.0,ns,80622641
Size in Bytes (power of 2),,6,,,66763240.0,ns,81825964
Size in Bytes (power of 2),,6,,,69206576.0,ns,83029287
Size in Bytes (power of 2),,6,,,70191488.0,ns,84232610
Size in Bytes (power of 2),,6,,,69626061.0,ns,85435933
Size in Bytes (power of 2),,6,,,74410665.0,ns,86639256
Size in Bytes (power of 2),,6,,,72748975.0,ns,87842579
Size in Bytes (power of 2),,6,,,74335682.0,ns,89045902
Size in Bytes (power of 2),,6,,,74656068.0,ns,90249225
Size in Bytes (power of 2),,6,,,76323894.0,ns,91452548
Size in Bytes (power of 2),,6,,,74395992.0,ns,92655871
Size in Bytes (power of 2),,6,,,76365741.0,ns,93859194
Size in Bytes (power of 2),,6,,,77925688.0,ns,95062517
Size in Bytes (power of 2),,6,,,77554205.0,ns,96265840
Size in Bytes (power of 2),,6,,,78063369.0,ns,97469163
Size in Bytes (power of 2),,6,,,79550998.0,ns,98672486
Size in Bytes (power of 2),,6,,,84132348.0,ns,99875809
