group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Size in Bytes (power of 2),,16,,,1322438.0,ns,862472
Size in Bytes (power of 2),,16,,,2530361.0,ns,1724944
Size in Bytes (power of 2),,16,,,4277718.0,ns,2587416
Size in Bytes (power of 2),,16,,,4220287.0,ns,3449888
Size in Bytes (power of 2),,16,,,4882709.0,ns,4312360
Size in Bytes (power of 2),,16,,,5845539.0,ns,5174832
Size in Bytes (power of 2),,16,,,6862170.0,ns,6037304
Size in Bytes (power of 2),,16,,,7850685.0,ns,6899776
Size in Bytes (power of 2),,16,,,11686929.0,ns,7762248
Size in Bytes (power of 2),,16,,,12628767.0,ns,8624720
Size in Bytes (power of 2),,16,,,10712899.0,ns,9487192
Size in Bytes (power of 2),,16,,,11799272.0,ns,10349664
Size in Bytes (power of 2),,16,,,16256210.0,ns,11212136
Size in Bytes (power of 2),,16,,,15984287.0,ns,12074608
Size in Bytes (power of 2),,16,,,14622225.0,ns,12937080
Size in Bytes (power of 2),,16,,,16690716.0,ns,13799552
Size in Bytes (power of 2),,16,,,18602909.0,ns,14662024
Size in Bytes (power of 2),,16,,,17514129.0,ns,15524496
Size in Bytes (power of 2),,16,,,20265081.0,ns,16386968
Size in Bytes (power of 2),,16,,,19513057.0,ns,17249440
Size in Bytes (power of 2),,16,,,20898771.0,ns,18111912
Size in Bytes (power of 2),,16,,,21946758.0,ns,18974384
Size in Bytes (power of 2),,16,,,22536918.0,ns,19836856
Size in Bytes (power of 2),,16,,,25238446.0,ns,20699328
Size in Bytes (power of 2),,16,,,24477461.0,ns,21561800
Size in Bytes (power of 2),,16,,,27964724.0,ns,22424272
Size in Bytes (power of 2),,16,,,27038843.0,ns,23286744
Size in Bytes (power of 2),,16,,,28251838.0,ns,24149216
Size in Bytes (power of 2),,16,,,28523706.0,ns,25011688
Size in Bytes (power of 2),,16,,,29625583.0,ns,25874160
Size in Bytes (power of 2),,16,,,31623859.0,ns,26736632
Size in Bytes (power of 2),,16,,,31257838.0,ns,27599104
Size in Bytes (power of 2),,16,,,32353317.0,ns,28461576
Size in Bytes (power of 2),,16,,,34170696.0,ns,29324048
Size in Bytes (power of 2),,16,,,34267066.0,ns,30186520
Size in Bytes (power of 2),,16,,,35054599.0,ns,31048992
Size in Bytes (power of 2),,16,,,36560272.0,ns,31911464
Size in Bytes (power of 2),,16,,,39320821.0,ns,32773936
Size in Bytes (power of 2),,16,,,38684834.0,ns,33636408
Size in Bytes (power of 2),,16,,,38991274.0,ns,34498880
Size in Bytes (power of 2),,16,,,40083412.0,ns,35361352
Size in Bytes (power of 2),,16,,,41008095.0,ns,36223824
Size in Bytes (power of 2),,16,,,42097087.0,ns,37086296
Size in Bytes (power of 2),,16,,,43215433.0,ns,37948768
Size in Bytes (power of 2),,16,,,43956236.0,ns,38811240
Size in Bytes (power of 2),,16,,,45262969.0,ns,39673712
Size in Bytes (power of 2),,16,,,46115527.0,ns,40536184
Size in Bytes (power of 2),,16,,,46771276.0,ns,41398656
Size in Bytes (power of 2),,16,,,48271964.0,ns,42261128
Size in Bytes (power of 2),,16,,,47824747.0,ns,43123600
Size in Bytes (power of 2),,16,,,49741551.0,ns,43986072
Size in Bytes (power of 2),,16,,,50066296.0,ns,44848544
Size in Bytes (power of 2),,16,,,51291915.0,ns,45711016
Size in Bytes (power of 2),,16,,,53597656.0,ns,46573488
Size in Bytes (power of 2),,16,,,53218818.0,ns,47435960
Size in Bytes (power of 2),,16,,,53943878.0,ns,48298432
Size in Bytes (power of 2),,16,,,54723796.0,ns,49160904
Size in Bytes (power of 2),,16,,,55624098.0,ns,50023376
Size in Bytes (power of 2),,16,,,55254380.0,ns,50885848
Size in Bytes (power of 2),,16,,,58301403.0,ns,51748320
Size in Bytes (power of 2),,16,,,57426780.0,ns,52610792
