group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Size in Bytes (power of 2),,12,,,1188025.0,ns,875002
Size in Bytes (power of 2),,12,,,1879456.0,ns,1750004
Size in Bytes (power of 2),,12,,,2836335.0,ns,2625006
Size in Bytes (power of 2),,12,,,4170888.0,ns,3500008
Size in Bytes (power of 2),,12,,,4698478.0,ns,4375010
Size in Bytes (power of 2),,12,,,5640013.0,ns,5250012
Size in Bytes (power of 2),,12,,,6578666.0,ns,6125014
Size in Bytes (power of 2),,12,,,7638399.0,ns,7000016
Size in Bytes (power of 2),,12,,,8770349.0,ns,7875018
Size in Bytes (power of 2),,12,,,9691380.0,ns,8750020
Size in Bytes (power of 2),,12,,,10371836.0,ns,9625022
Size in Bytes (power of 2),,12,,,11865090.0,ns,10500024
Size in Bytes (power of 2),,12,,,12397033.0,ns,11375026
Size in Bytes (power of 2),,12,,,13695477.0,ns,12250028
Size in Bytes (power of 2),,12,,,14245630.0,ns,13125030
Size in Bytes (power of 2),,12,,,15234317.0,ns,14000032
Size in Bytes (power of 2),,12,,,16368327.0,ns,14875034
Size in Bytes (power of 2),,12,,,20448450.0,ns,15750036
Size in Bytes (power of 2),,12,,,18186111.0,ns,16625038
Size in Bytes (power of 2),,12,,,20206491.0,ns,17500040
Size in Bytes (power of 2),,12,,,20248506.0,ns,18375042
Size in Bytes (power of 2),,12,,,21387357.0,ns,19250044
Size in Bytes (power of 2),,12,,,22362991.0,ns,20125046
Size in Bytes (power of 2),,12,,,23216419.0,ns,21000048
Size in Bytes (power of 2),,12,,,24038523.0,ns,21875050
Size in Bytes (power of 2),,12,,,25443488.0,ns,22750052
Size in Bytes (power of 2),,12,,,30988738.0,ns,23625054
Size in Bytes (power of 2),,12,,,36046473.0,ns,24500056
Size in Bytes (power of 2),,12,,,32361642.0,ns,25375058
Size in Bytes (power of 2),,12,,,34655674.0,ns,26250060
Size in Bytes (power of 2),,12,,,31664019.0,ns,27125062
Size in Bytes (power of 2),,12,,,31731306.0,ns,28000064
Size in Bytes (power of 2),,12,,,33496691.0,ns,28875066
Size in Bytes (power of 2),,12,,,33759925.0,ns,29750068
Size in Bytes (power of 2),,12,,,34653003.0,ns,30625070
Size in Bytes (power of 2),,12,,,35940240.0,ns,31500072
Size in Bytes (power of 2),,12,,,36777672.0,ns,32375074
Size in Bytes (power of 2),,12,,,36719703.0,ns,33250076
Size in Bytes (power of 2),,12,,,37678465.0,ns,34125078
