group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Size in Bytes (power of 2),,5,,,1072665.0,ns,1190047
Size in Bytes (power of 2),,5,,,1891750.0,ns,2380094
Size in Bytes (power of 2),,5,,,3039217.0,ns,3570141
Size in Bytes (power of 2),,5,,,4894936.0,ns,4760188
Size in Bytes (power of 2),,5,,,5011690.0,ns,5950235
Size in Bytes (power of 2),,5,,,5824662.0,ns,7140282
Size in Bytes (power of 2),,5,,,6763668.0,ns,8330329
Size in Bytes (power of 2),,5,,,8214487.0,ns,9520376
Size in Bytes (power of 2),,5,,,8638942.0,ns,10710423
Size in Bytes (power of 2),,5,,,9613786.0,ns,11900470
Size in Bytes (power of 2),,5,,,10807236.0,ns,13090517
Size in Bytes (power of 2),,5,,,11585141.0,ns,14280564
Size in Bytes (power of 2),,5,,,12553588.0,ns,15470611
Size in Bytes (power of 2),,5,,,13505176.0,ns,16660658
Size in Bytes (power of 2),,5,,,14295059.0,ns,17850705
Size in Bytes (power of 2),,5,,,15130848.0,ns,19040752
Size in Bytes (power of 2),,5,,,16077767.0,ns,20230799
Size in Bytes (power of 2),,5,,,18385633.0,ns,21420846
Size in Bytes (power of 2),,5,,,18146210.0,ns,22610893
Size in Bytes (power of 2),,5,,,18866214.0,ns,23800940
Size in Bytes (power of 2),,5,,,19761216.0,ns,24990987
Size in Bytes (power of 2),,5,,,21034509.0,ns,26181034
Size in Bytes (power of 2),,5,,,22177460.0,ns,27371081
Size in Bytes (power of 2),,5,,,22693986.0,ns,28561128
Size in Bytes (power of 2),,5,,,24171997.0,ns,29751175
Size in Bytes (power of 2),,5,,,25154187.0,ns,30941222
Size in Bytes (power of 2),,5,,,27854858.0,ns,32131269
Size in Bytes (power of 2),,5,,,27420979.0,ns,33321316
Size in Bytes (power of 2),,5,,,29872223.0,ns,34511363
Size in Bytes (power of 2),,5,,,28936858.0,ns,35701410
Size in Bytes (power of 2),,5,,,31897606.0,ns,36891457
Size in Bytes (power of 2),,5,,,33788900.0,ns,38081504
Size in Bytes (power of 2),,5,,,35988437.0,ns,39271551
Size in Bytes (power of 2),,5,,,34993533.0,ns,40461598
Size in Bytes (power of 2),,5,,,34173048.0,ns,41651645
Size in Bytes (power of 2),,5,,,35172010.0,ns,42841692
Size in Bytes (power of 2),,5,,,36172066.0,ns,44031739
Size in Bytes (power of 2),,5,,,38475212.0,ns,45221786
Size in Bytes (power of 2),,5,,,40855605.0,ns,46411833
Size in Bytes (power of 2),,5,,,41408833.0,ns,47601880
Size in Bytes (power of 2),,5,,,40373539.0,ns,48791927
Size in Bytes (power of 2),,5,,,42539175.0,ns,49981974
Size in Bytes (power of 2),,5,,,45162764.0,ns,51172021
Size in Bytes (power of 2),,5,,,43420656.0,ns,52362068
Size in Bytes (power of 2),,5,,,43030566.0,ns,53552115
Size in Bytes (power of 2),,5,,,44027546.0,ns,54742162
Size in Bytes (power of 2),,5,,,45404425.0,ns,55932209
Size in Bytes (power of 2),,5,,,46038967.0,ns,57122256
Size in Bytes (power of 2),,5,,,46551539.0,ns,58312303
Size in Bytes (power of 2),,5,,,49016112.0,ns,59502350
Size in Bytes (power of 2),,5,,,49369501.0,ns,60692397
Size in Bytes (power of 2),,5,,,49977622.0,ns,61882444
Size in Bytes (power of 2),,5,,,51645583.0,ns,63072491
Size in Bytes (power of 2),,5,,,58358105.0,ns,64262538
Size in Bytes (power of 2),,5,,,55879218.0,ns,65452585
Size in Bytes (power of 2),,5,,,55019633.0,ns,66642632
Size in Bytes (power of 2),,5,,,55362654.0,ns,67832679
Size in Bytes (power of 2),,5,,,56748182.0,ns,69022726
Size in Bytes (power of 2),,5,,,58148956.0,ns,70212773
Size in Bytes (power of 2),,5,,,59593935.0,ns,71402820
Size in Bytes (power of 2),,5,,,60480929.0,ns,72592867
Size in Bytes (power of 2),,5,,,60963011.0,ns,73782914
Size in Bytes (power of 2),,5,,,62268242.0,ns,74972961
Size in Bytes (power of 2),,5,,,64464353.0,ns,76163008
Size in Bytes (power of 2),,5,,,64708742.0,ns,77353055
Size in Bytes (power of 2),,5,,,65619849.0,ns,78543102
Size in Bytes (power of 2),,5,,,66172775.0,ns,79733149
Size in Bytes (power of 2),,5,,,67270287.0,ns,80923196
Size in Bytes (power of 2),,5,,,66783599.0,ns,82113243
Size in Bytes (power of 2),,5,,,67478072.0,ns,83303290
Size in Bytes (power of 2),,5,,,68879686.0,ns,84493337
Size in Bytes (power of 2),,5,,,70611162.0,ns,85683384
Size in Bytes (power of 2),,5,,,68241923.0,ns,86873431
Size in Bytes (power of 2),,5,,,71865422.0,ns,88063478
Size in Bytes (power of 2),,5,,,75899347.0,ns,89253525
Size in Bytes (power of 2),,5,,,74034129.0,ns,90443572
Size in Bytes (power of 2),,5,,,73615950.0,ns,91633619
Size in Bytes (power of 2),,5,,,75600162.0,ns,92823666
Size in Bytes (power of 2),,5,,,74754354.0,ns,94013713
Size in Bytes (power of 2),,5,,,76729851.0,ns,95203760
Size in Bytes (power of 2),,5,,,76221249.0,ns,96393807
Size in Bytes (power of 2),,5,,,79375048.0,ns,97583854
Size in Bytes (power of 2),,5,,,80223023.0,ns,98773901
Size in Bytes (power of 2),,5,,,83104981.0,ns,99963948
Size in Bytes (power of 2),,5,,,82531120.0,ns,101153995
Size in Bytes (power of 2),,5,,,82277636.0,ns,102344042
Size in Bytes (power of 2),,5,,,85614625.0,ns,103534089
Size in Bytes (power of 2),,5,,,85190659.0,ns,104724136
Size in Bytes (power of 2),,5,,,86842936.0,ns,105914183
Size in Bytes (power of 2),,5,,,88556734.0,ns,107104230
Size in Bytes (power of 2),,5,,,87992432.0,ns,108294277
Size in Bytes (power of 2),,5,,,90241101.0,ns,109484324
Size in Bytes (power of 2),,5,,,92062220.0,ns,110674371
Size in Bytes (power of 2),,5,,,90778868.0,ns,111864418
Size in Bytes (power of 2),,5,,,91422850.0,ns,113054465
Size in Bytes (power of 2),,5,,,94380400.0,ns,114244512
Size in Bytes (power of 2),,5,,,93091417.0,ns,115434559
Size in Bytes (power of 2),,5,,,93311155.0,ns,116624606
Size in Bytes (power of 2),,5,,,99113034.0,ns,117814653
Size in Bytes (power of 2),,5,,,96123233.0,ns,119004700
